Symbol,Leg Symbol,Product,Futures Root,Expire Date,Leg Ratio,Leg Side,Description,Complex,Tick Size,Contract Size,Test Symbol
0003HZ,,VXT20/K9:1:S - VXT/F0:1:B,VXT,5/15/2019,,,VXT COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,FALSE
0003HZ,0003HV,VXT/F0,VXT,1/22/2020,1,B,VXT Monthly Jan 2020,FALSE,tas_penny,1000,FALSE
0003HZ,0003Gb,VXT20/K9,VXT,5/15/2019,1,S,"VXT Weekly May 15, 2019",FALSE,tas_penny,1000,FALSE
0003Ha,,VXT/Z9:1:S - VXT/F0:1:B,VXT,12/18/2019,,,VXT COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,FALSE
0003Ha,0003HV,VXT/F0,VXT,1/22/2020,1,B,VXT Monthly Jan 2020,FALSE,tas_penny,1000,FALSE
0003Ha,0003Cx,VXT/Z9,VXT,12/18/2019,1,S,VXT Monthly Dec 2019,FALSE,tas_penny,1000,FALSE
0003Hb,,VXT/K9:1:S - VXT/F0:1:B,VXT,5/22/2019,,,VXT COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,FALSE
0003Hb,0003HV,VXT/F0,VXT,1/22/2020,1,B,VXT Monthly Jan 2020,FALSE,tas_penny,1000,FALSE
0003Hb,0002aj,VXT/K9,VXT,5/22/2019,1,S,VXT Monthly May 2019,FALSE,tas_penny,1000,FALSE
0003Hd,,VXT22/K9:1:S - VXT/F0:1:B,VXT,5/29/2019,,,VXT COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,FALSE
0003Hd,0003HV,VXT/F0,VXT,1/22/2020,1,B,VXT Monthly Jan 2020,FALSE,tas_penny,1000,FALSE
0003Hd,0003H3,VXT22/K9,VXT,5/29/2019,1,S,"VXT Weekly May 29, 2019",FALSE,tas_penny,1000,FALSE
0003He,,VXT18/K9:1:S - VXT/F0:1:B,VXT,5/1/2019,,,VXT COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,FALSE
0003He,0003HV,VXT/F0,VXT,1/22/2020,1,B,VXT Monthly Jan 2020,FALSE,tas_penny,1000,FALSE
0003He,0003CV,VXT18/K9,VXT,5/1/2019,1,S,"VXT Weekly May 1, 2019",FALSE,tas_penny,1000,FALSE
0003Hf,,VXT/U9:1:S - VXT/F0:1:B,VXT,9/18/2019,,,VXT COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,FALSE
0003Hf,0003HV,VXT/F0,VXT,1/22/2020,1,B,VXT Monthly Jan 2020,FALSE,tas_penny,1000,FALSE
0003Hf,0002vW,VXT/U9,VXT,9/18/2019,1,S,VXT Monthly Sep 2019,FALSE,tas_penny,1000,FALSE
0003Hg,,VXT/V9:1:S - VXT/F0:1:B,VXT,10/16/2019,,,VXT COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,FALSE
0003Hg,0003HV,VXT/F0,VXT,1/22/2020,1,B,VXT Monthly Jan 2020,FALSE,tas_penny,1000,FALSE
0003Hg,00031m,VXT/V9,VXT,10/16/2019,1,S,VXT Monthly Oct 2019,FALSE,tas_penny,1000,FALSE
0003Hh,,VXT/N9:1:S - VXT/F0:1:B,VXT,7/17/2019,,,VXT COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,FALSE
0003Hh,0003HV,VXT/F0,VXT,1/22/2020,1,B,VXT Monthly Jan 2020,FALSE,tas_penny,1000,FALSE
0003Hh,0002VL,VXT/N9,VXT,7/17/2019,1,S,VXT Monthly Jul 2019,FALSE,tas_penny,1000,FALSE
0003Hi,,VXT/X9:1:S - VXT/F0:1:B,VXT,11/20/2019,,,VXT COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,FALSE
0003Hi,0003HV,VXT/F0,VXT,1/22/2020,1,B,VXT Monthly Jan 2020,FALSE,tas_penny,1000,FALSE
0003Hi,377,VXT/X9,VXT,11/20/2019,1,S,VXT Monthly Nov 2019,FALSE,tas_penny,1000,FALSE
0003Hk,,VX19/K9:1:S - VX23/M9:1:B,VX,5/8/2019,,,VX COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,FALSE
0003Hk,0003Hj,VX23/M9,VX,6/5/2019,1,B,"VX Weekly Jun 5, 2019",FALSE,nickel,1000,FALSE
0003Hk,0003DB,VX19/K9,VX,5/8/2019,1,S,"VX Weekly May 8, 2019",FALSE,nickel,1000,FALSE
0003Hl,,VX23/M9:1:S - VX/Z9:1:B,VX,6/5/2019,,,VX COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,FALSE
0003Hl,0003Hj,VX23/M9,VX,6/5/2019,1,S,"VX Weekly Jun 5, 2019",FALSE,nickel,1000,FALSE
0003Hl,0003Cj,VX/Z9,VX,12/18/2019,1,B,VX Monthly Dec 2019,FALSE,nickel,1000,FALSE
0003Hm,,VX23/M9:1:S - VX/F0:1:B,VX,6/5/2019,,,VX COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,FALSE
0003Hm,0003Hj,VX23/M9,VX,6/5/2019,1,S,"VX Weekly Jun 5, 2019",FALSE,nickel,1000,FALSE
0003Hm,0003HH,VX/F0,VX,1/22/2020,1,B,VX Monthly Jan 2020,FALSE,nickel,1000,FALSE
0003Hn,,VX23/M9:1:S - VX/U9:1:B,VX,6/5/2019,,,VX COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,FALSE
0003Hn,0003Hj,VX23/M9,VX,6/5/2019,1,S,"VX Weekly Jun 5, 2019",FALSE,nickel,1000,FALSE
0003Hn,0002vI,VX/U9,VX,9/18/2019,1,B,VX Monthly Sep 2019,FALSE,nickel,1000,FALSE
0003Ho,,VX23/M9:1:S - VX/N9:1:B,VX,6/5/2019,,,VX COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,FALSE
0003Ho,0003Hj,VX23/M9,VX,6/5/2019,1,S,"VX Weekly Jun 5, 2019",FALSE,nickel,1000,FALSE
0003Ho,0002V7,VX/N9,VX,7/17/2019,1,B,VX Monthly Jul 2019,FALSE,nickel,1000,FALSE
0003Hp,,VX22/K9:1:S - VX23/M9:1:B,VX,5/29/2019,,,VX COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,FALSE
0003Hp,0003Hj,VX23/M9,VX,6/5/2019,1,B,"VX Weekly Jun 5, 2019",FALSE,nickel,1000,FALSE
0003Hp,0003Gp,VX22/K9,VX,5/29/2019,1,S,"VX Weekly May 29, 2019",FALSE,nickel,1000,FALSE
0003Hq,,VX/K9:1:S - VX23/M9:1:B,VX,5/22/2019,,,VX COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,FALSE
0003Hq,0003Hj,VX23/M9,VX,6/5/2019,1,B,"VX Weekly Jun 5, 2019",FALSE,nickel,1000,FALSE
0003Hq,0002aV,VX/K9,VX,5/22/2019,1,S,VX Monthly May 2019,FALSE,nickel,1000,FALSE
0003Hr,,VX23/M9:1:S - VX/V9:1:B,VX,6/5/2019,,,VX COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,FALSE
0003Hr,0003Hj,VX23/M9,VX,6/5/2019,1,S,"VX Weekly Jun 5, 2019",FALSE,nickel,1000,FALSE
0003Hr,00031Y,VX/V9,VX,10/16/2019,1,B,VX Monthly Oct 2019,FALSE,nickel,1000,FALSE
0003Hs,,VX18/K9:1:S - VX23/M9:1:B,VX,5/1/2019,,,VX COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,FALSE
0003Hs,0003Hj,VX23/M9,VX,6/5/2019,1,B,"VX Weekly Jun 5, 2019",FALSE,nickel,1000,FALSE
0003Hs,0003CH,VX18/K9,VX,5/1/2019,1,S,"VX Weekly May 1, 2019",FALSE,nickel,1000,FALSE
0003Ht,,VX20/K9:1:S - VX23/M9:1:B,VX,5/15/2019,,,VX COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,FALSE
0003Ht,0003Hj,VX23/M9,VX,6/5/2019,1,B,"VX Weekly Jun 5, 2019",FALSE,nickel,1000,FALSE
0003Ht,0003GN,VX20/K9,VX,5/15/2019,1,S,"VX Weekly May 15, 2019",FALSE,nickel,1000,FALSE
0003Hu,,VX23/M9:1:S - VX/M9:1:B,VX,6/5/2019,,,VX COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,FALSE
0003Hu,0003Hj,VX23/M9,VX,6/5/2019,1,S,"VX Weekly Jun 5, 2019",FALSE,nickel,1000,FALSE
0003Hu,0002fg,VX/M9,VX,6/19/2019,1,B,VX Monthly Jun 2019,FALSE,nickel,1000,FALSE
0003Hv,,VX23/M9:1:S - VX/X9:1:B,VX,6/5/2019,,,VX COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,FALSE
0003Hv,0003Hj,VX23/M9,VX,6/5/2019,1,S,"VX Weekly Jun 5, 2019",FALSE,nickel,1000,FALSE
0003Hv,00036t,VX/X9,VX,11/20/2019,1,B,VX Monthly Nov 2019,FALSE,nickel,1000,FALSE
0003Hw,,VX23/M9:1:S - VX/Q9:1:B,VX,6/5/2019,,,VX COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,FALSE
0003Hw,0003Hj,VX23/M9,VX,6/5/2019,1,S,"VX Weekly Jun 5, 2019",FALSE,nickel,1000,FALSE
0003Hw,0002qF,VX/Q9,VX,8/21/2019,1,B,VX Monthly Aug 2019,FALSE,nickel,1000,FALSE
0003Hy,,VXT/K9:1:S - VXT23/M9:1:B,VXT,5/22/2019,,,VXT COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,FALSE
0003Hy,0003Hx,VXT23/M9,VXT,6/5/2019,1,B,"VXT Weekly Jun 5, 2019",FALSE,tas_penny,1000,FALSE
0003Hy,0002aj,VXT/K9,VXT,5/22/2019,1,S,VXT Monthly May 2019,FALSE,tas_penny,1000,FALSE
0003Hz,,VXT23/M9:1:S - VXT/F0:1:B,VXT,6/5/2019,,,VXT COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,FALSE
0003Hz,0003Hx,VXT23/M9,VXT,6/5/2019,1,S,"VXT Weekly Jun 5, 2019",FALSE,tas_penny,1000,FALSE
0003Hz,0003HV,VXT/F0,VXT,1/22/2020,1,B,VXT Monthly Jan 2020,FALSE,tas_penny,1000,FALSE
0003I0,,VXT23/M9:1:S - VXT/M9:1:B,VXT,6/5/2019,,,VXT COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,FALSE
0003I0,0003Hx,VXT23/M9,VXT,6/5/2019,1,S,"VXT Weekly Jun 5, 2019",FALSE,tas_penny,1000,FALSE
0003I0,0002fu,VXT/M9,VXT,6/19/2019,1,B,VXT Monthly Jun 2019,FALSE,tas_penny,1000,FALSE
0003I1,,VXT19/K9:1:S - VXT23/M9:1:B,VXT,5/8/2019,,,VXT COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,FALSE
0003I1,0003Hx,VXT23/M9,VXT,6/5/2019,1,B,"VXT Weekly Jun 5, 2019",FALSE,tas_penny,1000,FALSE
0003I1,0003DP,VXT19/K9,VXT,5/8/2019,1,S,"VXT Weekly May 8, 2019",FALSE,tas_penny,1000,FALSE
0003I2,,VXT23/M9:1:S - VXT/N9:1:B,VXT,6/5/2019,,,VXT COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,FALSE
0003I2,0003Hx,VXT23/M9,VXT,6/5/2019,1,S,"VXT Weekly Jun 5, 2019",FALSE,tas_penny,1000,FALSE
0003I2,0002VL,VXT/N9,VXT,7/17/2019,1,B,VXT Monthly Jul 2019,FALSE,tas_penny,1000,FALSE
0003I3,,VXT23/M9:1:S - VXT/Q9:1:B,VXT,6/5/2019,,,VXT COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,FALSE
0003I3,0003Hx,VXT23/M9,VXT,6/5/2019,1,S,"VXT Weekly Jun 5, 2019",FALSE,tas_penny,1000,FALSE
0003I3,0002qT,VXT/Q9,VXT,8/21/2019,1,B,VXT Monthly Aug 2019,FALSE,tas_penny,1000,FALSE
0003I4,,VXT23/M9:1:S - VXT/X9:1:B,VXT,6/5/2019,,,VXT COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,FALSE
0003I4,0003Hx,VXT23/M9,VXT,6/5/2019,1,S,"VXT Weekly Jun 5, 2019",FALSE,tas_penny,1000,FALSE
0003I4,377,VXT/X9,VXT,11/20/2019,1,B,VXT Monthly Nov 2019,FALSE,tas_penny,1000,FALSE
0003I5,,VXT20/K9:1:S - VXT23/M9:1:B,VXT,5/15/2019,,,VXT COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,FALSE
0003I5,0003Hx,VXT23/M9,VXT,6/5/2019,1,B,"VXT Weekly Jun 5, 2019",FALSE,tas_penny,1000,FALSE
0003I5,0003Gb,VXT20/K9,VXT,5/15/2019,1,S,"VXT Weekly May 15, 2019",FALSE,tas_penny,1000,FALSE
0003I6,,VXT22/K9:1:S - VXT23/M9:1:B,VXT,5/29/2019,,,VXT COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,FALSE
0003I6,0003Hx,VXT23/M9,VXT,6/5/2019,1,B,"VXT Weekly Jun 5, 2019",FALSE,tas_penny,1000,FALSE
0003I6,0003H3,VXT22/K9,VXT,5/29/2019,1,S,"VXT Weekly May 29, 2019",FALSE,tas_penny,1000,FALSE
0003I7,,VXT23/M9:1:S - VXT/V9:1:B,VXT,6/5/2019,,,VXT COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,FALSE
0003I7,0003Hx,VXT23/M9,VXT,6/5/2019,1,S,"VXT Weekly Jun 5, 2019",FALSE,tas_penny,1000,FALSE
0003I7,00031m,VXT/V9,VXT,10/16/2019,1,B,VXT Monthly Oct 2019,FALSE,tas_penny,1000,FALSE
0003I8,,VXT23/M9:1:S - VXT/U9:1:B,VXT,6/5/2019,,,VXT COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,FALSE
0003I8,0003Hx,VXT23/M9,VXT,6/5/2019,1,S,"VXT Weekly Jun 5, 2019",FALSE,tas_penny,1000,FALSE
0003I8,0002vW,VXT/U9,VXT,9/18/2019,1,B,VXT Monthly Sep 2019,FALSE,tas_penny,1000,FALSE
0003I9,,VXT23/M9:1:S - VXT/Z9:1:B,VXT,6/5/2019,,,VXT COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,FALSE
0003I9,0003Hx,VXT23/M9,VXT,6/5/2019,1,S,"VXT Weekly Jun 5, 2019",FALSE,tas_penny,1000,FALSE
0003I9,0003Cx,VXT/Z9,VXT,12/18/2019,1,B,VXT Monthly Dec 2019,FALSE,tas_penny,1000,FALSE
0003IA,,VXT18/K9:1:S - VXT23/M9:1:B,VXT,5/1/2019,,,VXT COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,FALSE
0003IA,0003Hx,VXT23/M9,VXT,6/5/2019,1,B,"VXT Weekly Jun 5, 2019",FALSE,tas_penny,1000,FALSE
0003IA,0003CV,VXT18/K9,VXT,5/1/2019,1,S,"VXT Weekly May 1, 2019",FALSE,tas_penny,1000,FALSE
0003IG,,VA/M9:1:S - VA/V9:1:B,VA,6/21/2019,,,VA COMPLEX 2 LEGS,TRUE,cmplxpenny,1,FALSE
0003IG,0003IF,VA/V9,VA,10/18/2019,1,B,S&P 500 Variance Monthly Oct 2019,FALSE,nickel,1,FALSE
0003IG,16,VA/M9,VA,6/21/2019,1,S,S&P 500 Variance Monthly Jun 2019,FALSE,nickel,1,FALSE
0003IH,,VA/V9:1:S - VA/H0:1:B,VA,10/18/2019,,,VA COMPLEX 2 LEGS,TRUE,cmplxpenny,1,FALSE
0003IH,0003IF,VA/V9,VA,10/18/2019,1,S,S&P 500 Variance Monthly Oct 2019,FALSE,nickel,1,FALSE
0003IH,0002zC,VA/H0,VA,3/20/2020,1,B,S&P 500 Variance Monthly Mar 2020,FALSE,nickel,1,FALSE
0003II,,VA/V9:1:S - VA/M0:1:B,VA,10/18/2019,,,VA COMPLEX 2 LEGS,TRUE,cmplxpenny,1,FALSE
0003II,0003IF,VA/V9,VA,10/18/2019,1,S,S&P 500 Variance Monthly Oct 2019,FALSE,nickel,1,FALSE
0003II,0002R5,VA/M0,VA,6/19/2020,1,B,S&P 500 Variance Monthly Jun 2020,FALSE,nickel,1,FALSE
0003IJ,,VA/V9:1:S - VA/Z1:1:B,VA,10/18/2019,,,VA COMPLEX 2 LEGS,TRUE,cmplxpenny,1,FALSE
0003IJ,0003IF,VA/V9,VA,10/18/2019,1,S,S&P 500 Variance Monthly Oct 2019,FALSE,nickel,1,FALSE
0003IJ,0002wc,VA/Z1,VA,12/17/2021,1,B,S&P 500 Variance Monthly Dec 2021,FALSE,nickel,1,FALSE
0003IK,,VA/V9:1:S - VA/Z9:1:B,VA,10/18/2019,,,VA COMPLEX 2 LEGS,TRUE,cmplxpenny,1,FALSE
0003IK,0003IF,VA/V9,VA,10/18/2019,1,S,S&P 500 Variance Monthly Oct 2019,FALSE,nickel,1,FALSE
0003IK,00000O,VA/Z9,VA,12/20/2019,1,B,S&P 500 Variance Monthly Dec 2019,FALSE,nickel,1,FALSE
0003IL,,VA/K9:1:S - VA/V9:1:B,VA,5/17/2019,,,VA COMPLEX 2 LEGS,TRUE,cmplxpenny,1,FALSE
0003IL,0003IF,VA/V9,VA,10/18/2019,1,B,S&P 500 Variance Monthly Oct 2019,FALSE,nickel,1,FALSE
0003IL,00032y,VA/K9,VA,5/17/2019,1,S,S&P 500 Variance Monthly May 2019,FALSE,nickel,1,FALSE
0003IM,,VA/Q9:1:S - VA/V9:1:B,VA,8/16/2019,,,VA COMPLEX 2 LEGS,TRUE,cmplxpenny,1,FALSE
0003IM,0003IF,VA/V9,VA,10/18/2019,1,B,S&P 500 Variance Monthly Oct 2019,FALSE,nickel,1,FALSE
0003IM,0003BB,VA/Q9,VA,8/16/2019,1,S,S&P 500 Variance Monthly Aug 2019,FALSE,nickel,1,FALSE
0003IN,,VA/V9:1:S - VA/Z0:1:B,VA,10/18/2019,,,VA COMPLEX 2 LEGS,TRUE,cmplxpenny,1,FALSE
0003IN,0003IF,VA/V9,VA,10/18/2019,1,S,S&P 500 Variance Monthly Oct 2019,FALSE,nickel,1,FALSE
0003IN,00025C,VA/Z0,VA,12/18/2020,1,B,S&P 500 Variance Monthly Dec 2020,FALSE,nickel,1,FALSE
0003IO,,VA/U9:1:S - VA/V9:1:B,VA,9/20/2019,,,VA COMPLEX 2 LEGS,TRUE,cmplxpenny,1,FALSE
0003IO,0003IF,VA/V9,VA,10/18/2019,1,B,S&P 500 Variance Monthly Oct 2019,FALSE,nickel,1,FALSE
0003IO,0002Qr,VA/U9,VA,9/20/2019,1,S,S&P 500 Variance Monthly Sep 2019,FALSE,nickel,1,FALSE
0003IP,,VA/N9:1:S - VA/V9:1:B,VA,7/19/2019,,,VA COMPLEX 2 LEGS,TRUE,cmplxpenny,1,FALSE
0003IP,0003IF,VA/V9,VA,10/18/2019,1,B,S&P 500 Variance Monthly Oct 2019,FALSE,nickel,1,FALSE
0003IP,0003Az,VA/N9,VA,7/19/2019,1,S,S&P 500 Variance Monthly Jul 2019,FALSE,nickel,1,FALSE
0003IS,,IBHY/N9:1:S - IBHY/Q9:1:B,IBHY,7/1/2019,,,IBHY COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,FALSE
0003IS,0003IR,IBHY/Q9,IBHY,8/1/2019,1,B,IBHY Monthly Aug 2019,FALSE,penny,1000,FALSE
0003IS,0003Dl,IBHY/N9,IBHY,7/1/2019,1,S,IBHY Monthly Jul 2019,FALSE,penny,1000,FALSE
0003IT,,IBHY/M9:1:S - IBHY/Q9:1:B,IBHY,6/3/2019,,,IBHY COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,FALSE
0003IT,0003IR,IBHY/Q9,IBHY,8/1/2019,1,B,IBHY Monthly Aug 2019,FALSE,penny,1000,FALSE
0003IT,00038N,IBHY/M9,IBHY,6/3/2019,1,S,IBHY Monthly Jun 2019,FALSE,penny,1000,FALSE
0003IU,,IBHY/K9:1:S - IBHY/Q9:1:B,IBHY,5/1/2019,,,IBHY COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,FALSE
0003IU,0003IR,IBHY/Q9,IBHY,8/1/2019,1,B,IBHY Monthly Aug 2019,FALSE,penny,1000,FALSE
0003IU,00030o,IBHY/K9,IBHY,5/1/2019,1,S,IBHY Monthly May 2019,FALSE,penny,1000,FALSE
0003IW,,IBHYT/N9:1:S - IBHYT/Q9:1:B,IBHYT,7/1/2019,,,IBHYT COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,FALSE
0003IW,0003IV,IBHYT/Q9,IBHYT,8/1/2019,1,B,IBHYT Monthly Aug 2019,FALSE,tas_h_peny,1000,FALSE
0003IW,0003Dp,IBHYT/N9,IBHYT,7/1/2019,1,S,IBHYT Monthly Jul 2019,FALSE,tas_h_peny,1000,FALSE
0003IX,,IBHYT/M9:1:S - IBHYT/Q9:1:B,IBHYT,6/3/2019,,,IBHYT COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,FALSE
0003IX,0003IV,IBHYT/Q9,IBHYT,8/1/2019,1,B,IBHYT Monthly Aug 2019,FALSE,tas_h_peny,1000,FALSE
0003IX,00038R,IBHYT/M9,IBHYT,6/3/2019,1,S,IBHYT Monthly Jun 2019,FALSE,tas_h_peny,1000,FALSE
0003IY,,IBHYT/K9:1:S - IBHYT/Q9:1:B,IBHYT,5/1/2019,,,IBHYT COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,FALSE
0003IY,0003IV,IBHYT/Q9,IBHYT,8/1/2019,1,B,IBHYT Monthly Aug 2019,FALSE,tas_h_peny,1000,FALSE
0003IY,00033E,IBHYT/K9,IBHYT,5/1/2019,1,S,IBHYT Monthly May 2019,FALSE,tas_h_peny,1000,FALSE
0003Ia,,IBIG/N9:1:S - IBIG/Q9:1:B,IBIG,7/1/2019,,,IBIG COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,FALSE
0003Ia,0003IZ,IBIG/Q9,IBIG,8/1/2019,1,B,IBIG Monthly Aug 2019,FALSE,penny,1000,FALSE
0003Ia,0003Dt,IBIG/N9,IBIG,7/1/2019,1,S,IBIG Monthly Jul 2019,FALSE,penny,1000,FALSE
0003Ib,,IBIG/M9:1:S - IBIG/Q9:1:B,IBIG,6/3/2019,,,IBIG COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,FALSE
0003Ib,0003IZ,IBIG/Q9,IBIG,8/1/2019,1,B,IBIG Monthly Aug 2019,FALSE,penny,1000,FALSE
0003Ib,00038V,IBIG/M9,IBIG,6/3/2019,1,S,IBIG Monthly Jun 2019,FALSE,penny,1000,FALSE
0003Ic,,IBIG/K9:1:S - IBIG/Q9:1:B,IBIG,5/1/2019,,,IBIG COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,FALSE
0003Ic,0003IZ,IBIG/Q9,IBIG,8/1/2019,1,B,IBIG Monthly Aug 2019,FALSE,penny,1000,FALSE
0003Ic,00033I,IBIG/K9,IBIG,5/1/2019,1,S,IBIG Monthly May 2019,FALSE,penny,1000,FALSE
0003Ie,,IBIGT/N9:1:S - IBIGT/Q9:1:B,IBIGT,7/1/2019,,,IBIGT COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,FALSE
0003Ie,0003Id,IBIGT/Q9,IBIGT,8/1/2019,1,B,IBIGT Monthly Aug 2019,FALSE,tas_h_peny,1000,FALSE
0003Ie,0003Dx,IBIGT/N9,IBIGT,7/1/2019,1,S,IBIGT Monthly Jul 2019,FALSE,tas_h_peny,1000,FALSE
0003If,,IBIGT/K9:1:S - IBIGT/Q9:1:B,IBIGT,5/1/2019,,,IBIGT COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,FALSE
0003If,0003Id,IBIGT/Q9,IBIGT,8/1/2019,1,B,IBIGT Monthly Aug 2019,FALSE,tas_h_peny,1000,FALSE
0003If,00033M,IBIGT/K9,IBIGT,5/1/2019,1,S,IBIGT Monthly May 2019,FALSE,tas_h_peny,1000,FALSE
0003Ig,,IBIGT/M9:1:S - IBIGT/Q9:1:B,IBIGT,6/3/2019,,,IBIGT COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,FALSE
0003Ig,0003Id,IBIGT/Q9,IBIGT,8/1/2019,1,B,IBIGT Monthly Aug 2019,FALSE,tas_h_peny,1000,FALSE
0003Ig,00038Z,IBIGT/M9,IBIGT,6/3/2019,1,S,IBIGT Monthly Jun 2019,FALSE,tas_h_peny,1000,FALSE
0003Ij,,ZVX20/K9:1:S - ZVX/N9:1:B,ZVX,5/15/2019,,,ZVX COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,TRUE
0003Ij,0003Ih,ZVX20/K9,ZVX,5/15/2019,1,S,"ZVX Weekly May 15, 2019",FALSE,nickel,1000,TRUE
0003Ij,0002mr,ZVX/N9,ZVX,7/17/2019,1,B,ZVX Monthly Jul 2019,FALSE,nickel,1000,TRUE
0003Ik,,ZVX20/K9:1:S - ZVX/V9:1:B,ZVX,5/15/2019,,,ZVX COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,TRUE
0003Ik,0003Ih,ZVX20/K9,ZVX,5/15/2019,1,S,"ZVX Weekly May 15, 2019",FALSE,nickel,1000,TRUE
0003Ik,00034K,ZVX/V9,ZVX,10/16/2019,1,B,ZVX Monthly Oct 2019,FALSE,nickel,1000,TRUE
0003Il,,ZVX20/K9:1:S - ZVX/U9:1:B,ZVX,5/15/2019,,,ZVX COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,TRUE
0003Il,0003Ih,ZVX20/K9,ZVX,5/15/2019,1,S,"ZVX Weekly May 15, 2019",FALSE,nickel,1000,TRUE
0003Il,0002y2,ZVX/U9,ZVX,9/18/2019,1,B,ZVX Monthly Sep 2019,FALSE,nickel,1000,TRUE
0003In,,ZVX20/K9:1:S - ZVX/Q9:1:B,ZVX,5/15/2019,,,ZVX COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,TRUE
0003In,0003Ih,ZVX20/K9,ZVX,5/15/2019,1,S,"ZVX Weekly May 15, 2019",FALSE,nickel,1000,TRUE
0003In,0002st,ZVX/Q9,ZVX,8/21/2019,1,B,ZVX Monthly Aug 2019,FALSE,nickel,1000,TRUE
0003Ip,,ZVX18/K9:1:S - ZVX20/K9:1:B,ZVX,5/1/2019,,,ZVX COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,TRUE
0003Ip,0003Ih,ZVX20/K9,ZVX,5/15/2019,1,B,"ZVX Weekly May 15, 2019",FALSE,nickel,1000,TRUE
0003Ip,0003ET,ZVX18/K9,ZVX,5/1/2019,1,S,"ZVX Weekly May 1, 2019",FALSE,nickel,1000,TRUE
0003Iq,,ZVX19/K9:1:S - ZVX20/K9:1:B,ZVX,5/8/2019,,,ZVX COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,TRUE
0003Iq,0003Ih,ZVX20/K9,ZVX,5/15/2019,1,B,"ZVX Weekly May 15, 2019",FALSE,nickel,1000,TRUE
0003Iq,0003FN,ZVX19/K9,ZVX,5/8/2019,1,S,"ZVX Weekly May 8, 2019",FALSE,nickel,1000,TRUE
0003Ir,,ZVX20/K9:1:S - ZVX/X9:1:B,ZVX,5/15/2019,,,ZVX COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,TRUE
0003Ir,0003Ih,ZVX20/K9,ZVX,5/15/2019,1,S,"ZVX Weekly May 15, 2019",FALSE,nickel,1000,TRUE
0003Ir,395,ZVX/X9,ZVX,11/20/2019,1,B,ZVX Monthly Nov 2019,FALSE,nickel,1000,TRUE
0003Is,,ZVX20/K9:1:S - ZVX/K9:1:B,ZVX,5/15/2019,,,ZVX COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,TRUE
0003Is,0003Ih,ZVX20/K9,ZVX,5/15/2019,1,S,"ZVX Weekly May 15, 2019",FALSE,nickel,1000,TRUE
