Symbol,Leg Symbol,Product,Futures Root,Expire Date,Leg Ratio,Leg Side,Description,Complex,Tick Size,Contract Size,Test Symbol
00036P,0002V7,VX/N9,VX,7/17/2019,2,S,VX Monthly Jul 2019,FALSE,nickel,1000,FALSE
00036y,,VX/U9:1:S - VX/X9:1:B,VX,9/18/2019,,,VX COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,FALSE
00036y,00036t,VX/X9,VX,11/20/2019,1,B,VX Monthly Nov 2019,FALSE,nickel,1000,FALSE
00036y,0002vI,VX/U9,VX,9/18/2019,1,S,VX Monthly Sep 2019,FALSE,nickel,1000,FALSE
371,,VX/N9:1:S - VX/X9:1:B,VX,7/17/2019,,,VX COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,FALSE
371,00036t,VX/X9,VX,11/20/2019,1,B,VX Monthly Nov 2019,FALSE,nickel,1000,FALSE
371,0002V7,VX/N9,VX,7/17/2019,1,S,VX Monthly Jul 2019,FALSE,nickel,1000,FALSE
372,,VX/Q9:1:S - VX/X9:1:B,VX,8/21/2019,,,VX COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,FALSE
372,00036t,VX/X9,VX,11/20/2019,1,B,VX Monthly Nov 2019,FALSE,nickel,1000,FALSE
372,0002qF,VX/Q9,VX,8/21/2019,1,S,VX Monthly Aug 2019,FALSE,nickel,1000,FALSE
373,,VX/K9:1:S - VX/X9:1:B,VX,5/22/2019,,,VX COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,FALSE
373,00036t,VX/X9,VX,11/20/2019,1,B,VX Monthly Nov 2019,FALSE,nickel,1000,FALSE
373,0002aV,VX/K9,VX,5/22/2019,1,S,VX Monthly May 2019,FALSE,nickel,1000,FALSE
374,,VX/V9:1:S - VX/X9:1:B,VX,10/16/2019,,,VX COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,FALSE
374,00036t,VX/X9,VX,11/20/2019,1,B,VX Monthly Nov 2019,FALSE,nickel,1000,FALSE
374,00031Y,VX/V9,VX,10/16/2019,1,S,VX Monthly Oct 2019,FALSE,nickel,1000,FALSE
375,,VX/M9:1:S - VX/X9:1:B,VX,6/19/2019,,,VX COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,FALSE
375,00036t,VX/X9,VX,11/20/2019,1,B,VX Monthly Nov 2019,FALSE,nickel,1000,FALSE
375,0002fg,VX/M9,VX,6/19/2019,1,S,VX Monthly Jun 2019,FALSE,nickel,1000,FALSE
379,,VXT/K9:1:S - VXT/X9:1:B,VXT,5/22/2019,,,VXT COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,FALSE
379,377,VXT/X9,VXT,11/20/2019,1,B,VXT Monthly Nov 2019,FALSE,tas_penny,1000,FALSE
379,0002aj,VXT/K9,VXT,5/22/2019,1,S,VXT Monthly May 2019,FALSE,tas_penny,1000,FALSE
00037C,,VXT/V9:1:S - VXT/X9:1:B,VXT,10/16/2019,,,VXT COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,FALSE
00037C,377,VXT/X9,VXT,11/20/2019,1,B,VXT Monthly Nov 2019,FALSE,tas_penny,1000,FALSE
00037C,00031m,VXT/V9,VXT,10/16/2019,1,S,VXT Monthly Oct 2019,FALSE,tas_penny,1000,FALSE
00037F,,VXT/N9:1:S - VXT/X9:1:B,VXT,7/17/2019,,,VXT COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,FALSE
00037F,377,VXT/X9,VXT,11/20/2019,1,B,VXT Monthly Nov 2019,FALSE,tas_penny,1000,FALSE
00037F,0002VL,VXT/N9,VXT,7/17/2019,1,S,VXT Monthly Jul 2019,FALSE,tas_penny,1000,FALSE
00037G,,VXT/Q9:1:S - VXT/X9:1:B,VXT,8/21/2019,,,VXT COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,FALSE
00037G,377,VXT/X9,VXT,11/20/2019,1,B,VXT Monthly Nov 2019,FALSE,tas_penny,1000,FALSE
00037G,0002qT,VXT/Q9,VXT,8/21/2019,1,S,VXT Monthly Aug 2019,FALSE,tas_penny,1000,FALSE
00037I,,VXT/U9:1:S - VXT/X9:1:B,VXT,9/18/2019,,,VXT COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,FALSE
00037I,377,VXT/X9,VXT,11/20/2019,1,B,VXT Monthly Nov 2019,FALSE,tas_penny,1000,FALSE
00037I,0002vW,VXT/U9,VXT,9/18/2019,1,S,VXT Monthly Sep 2019,FALSE,tas_penny,1000,FALSE
00037K,,VXT/M9:1:S - VXT/X9:1:B,VXT,6/19/2019,,,VXT COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,FALSE
00037K,377,VXT/X9,VXT,11/20/2019,1,B,VXT Monthly Nov 2019,FALSE,tas_penny,1000,FALSE
00037K,0002fu,VXT/M9,VXT,6/19/2019,1,S,VXT Monthly Jun 2019,FALSE,tas_penny,1000,FALSE
00038H,,VXTY/K9:1:S - VXTY/M9:1:B,VXTY,5/22/2019,,,VXTY COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,FALSE
00038H,00038F,VXTY/M9,VXTY,6/26/2019,1,B,10-Year U.S. Treasury Note Monthly Jun 2019,FALSE,penny,1000,FALSE
00038H,00032u,VXTY/K9,VXTY,5/22/2019,1,S,10-Year U.S. Treasury Note Monthly May 2019,FALSE,penny,1000,FALSE
00038M,,XBT/K9:1:S - XBT/M9:1:B,XBT,5/15/2019,,,XBT COMPLEX 2 LEGS,TRUE,cmplxpenny,1,FALSE
00038M,00038J,XBT/M9,XBT,6/19/2019,1,B,XBT Monthly Jun 2019,FALSE,fivedollar,1,FALSE
00038M,00033A,XBT/K9,XBT,5/15/2019,1,S,XBT Monthly May 2019,FALSE,fivedollar,1,FALSE
00038P,,IBHY/K9:1:S - IBHY/M9:1:B,IBHY,5/1/2019,,,IBHY COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,FALSE
00038P,00038N,IBHY/M9,IBHY,6/3/2019,1,B,IBHY Monthly Jun 2019,FALSE,penny,1000,FALSE
00038P,00030o,IBHY/K9,IBHY,5/1/2019,1,S,IBHY Monthly May 2019,FALSE,penny,1000,FALSE
00038T,,IBHYT/K9:1:S - IBHYT/M9:1:B,IBHYT,5/1/2019,,,IBHYT COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,FALSE
00038T,00038R,IBHYT/M9,IBHYT,6/3/2019,1,B,IBHYT Monthly Jun 2019,FALSE,tas_h_peny,1000,FALSE
00038T,00033E,IBHYT/K9,IBHYT,5/1/2019,1,S,IBHYT Monthly May 2019,FALSE,tas_h_peny,1000,FALSE
00038W,,IBIG/K9:1:S - IBIG/M9:1:B,IBIG,5/1/2019,,,IBIG COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,FALSE
00038W,00038V,IBIG/M9,IBIG,6/3/2019,1,B,IBIG Monthly Jun 2019,FALSE,penny,1000,FALSE
00038W,00033I,IBIG/K9,IBIG,5/1/2019,1,S,IBIG Monthly May 2019,FALSE,penny,1000,FALSE
00038a,,IBIGT/K9:1:S - IBIGT/M9:1:B,IBIGT,5/1/2019,,,IBIGT COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,FALSE
00038a,00038Z,IBIGT/M9,IBIGT,6/3/2019,1,B,IBIGT Monthly Jun 2019,FALSE,tas_h_peny,1000,FALSE
00038a,00033M,IBIGT/K9,IBIGT,5/1/2019,1,S,IBIGT Monthly May 2019,FALSE,tas_h_peny,1000,FALSE
396,,ZVX/M9:1:S - ZVX/X9:1:B,ZVX,6/19/2019,,,ZVX COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,TRUE
396,395,ZVX/X9,ZVX,11/20/2019,1,B,ZVX Monthly Nov 2019,FALSE,nickel,1000,TRUE
396,0002ho,ZVX/M9,ZVX,6/19/2019,1,S,ZVX Monthly Jun 2019,FALSE,nickel,1000,TRUE
397,,ZVX/Q9:1:S - ZVX/X9:1:B,ZVX,8/21/2019,,,ZVX COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,TRUE
397,395,ZVX/X9,ZVX,11/20/2019,1,B,ZVX Monthly Nov 2019,FALSE,nickel,1000,TRUE
397,0002st,ZVX/Q9,ZVX,8/21/2019,1,S,ZVX Monthly Aug 2019,FALSE,nickel,1000,TRUE
399,,ZVX/U9:1:S - ZVX/X9:1:B,ZVX,9/18/2019,,,ZVX COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,TRUE
399,395,ZVX/X9,ZVX,11/20/2019,1,B,ZVX Monthly Nov 2019,FALSE,nickel,1000,TRUE
399,0002y2,ZVX/U9,ZVX,9/18/2019,1,S,ZVX Monthly Sep 2019,FALSE,nickel,1000,TRUE
00039A,,ZVX/V9:1:S - ZVX/X9:1:B,ZVX,10/16/2019,,,ZVX COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,TRUE
00039A,395,ZVX/X9,ZVX,11/20/2019,1,B,ZVX Monthly Nov 2019,FALSE,nickel,1000,TRUE
00039A,00034K,ZVX/V9,ZVX,10/16/2019,1,S,ZVX Monthly Oct 2019,FALSE,nickel,1000,TRUE
00039D,,ZVX/N9:1:S - ZVX/X9:1:B,ZVX,7/17/2019,,,ZVX COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,TRUE
00039D,395,ZVX/X9,ZVX,11/20/2019,1,B,ZVX Monthly Nov 2019,FALSE,nickel,1000,TRUE
00039D,0002mr,ZVX/N9,ZVX,7/17/2019,1,S,ZVX Monthly Jul 2019,FALSE,nickel,1000,TRUE
00039G,,ZVX/K9:1:S - ZVX/X9:1:B,ZVX,5/22/2019,,,ZVX COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,TRUE
00039G,395,ZVX/X9,ZVX,11/20/2019,1,B,ZVX Monthly Nov 2019,FALSE,nickel,1000,TRUE
00039G,0002ct,ZVX/K9,ZVX,5/22/2019,1,S,ZVX Monthly May 2019,FALSE,nickel,1000,TRUE
00039L,,ZVXT/K9:1:S - ZVXT/X9:1:B,ZVXT,5/22/2019,,,ZVXT COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,TRUE
00039L,00039J,ZVXT/X9,ZVXT,11/20/2019,1,B,ZVXT Monthly Nov 2019,FALSE,tas_penny,1000,TRUE
00039L,0002d7,ZVXT/K9,ZVXT,5/22/2019,1,S,ZVXT Monthly May 2019,FALSE,tas_penny,1000,TRUE
00039M,,ZVXT/N9:1:S - ZVXT/X9:1:B,ZVXT,7/17/2019,,,ZVXT COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,TRUE
00039M,00039J,ZVXT/X9,ZVXT,11/20/2019,1,B,ZVXT Monthly Nov 2019,FALSE,tas_penny,1000,TRUE
00039M,0002n5,ZVXT/N9,ZVXT,7/17/2019,1,S,ZVXT Monthly Jul 2019,FALSE,tas_penny,1000,TRUE
00039N,,ZVXT/U9:1:S - ZVXT/X9:1:B,ZVXT,9/18/2019,,,ZVXT COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,TRUE
00039N,00039J,ZVXT/X9,ZVXT,11/20/2019,1,B,ZVXT Monthly Nov 2019,FALSE,tas_penny,1000,TRUE
00039N,0002yG,ZVXT/U9,ZVXT,9/18/2019,1,S,ZVXT Monthly Sep 2019,FALSE,tas_penny,1000,TRUE
00039P,,ZVXT/Q9:1:S - ZVXT/X9:1:B,ZVXT,8/21/2019,,,ZVXT COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,TRUE
00039P,00039J,ZVXT/X9,ZVXT,11/20/2019,1,B,ZVXT Monthly Nov 2019,FALSE,tas_penny,1000,TRUE
00039P,0002t7,ZVXT/Q9,ZVXT,8/21/2019,1,S,ZVXT Monthly Aug 2019,FALSE,tas_penny,1000,TRUE
00039T,,ZVXT/V9:1:S - ZVXT/X9:1:B,ZVXT,10/16/2019,,,ZVXT COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,TRUE
00039T,00039J,ZVXT/X9,ZVXT,11/20/2019,1,B,ZVXT Monthly Nov 2019,FALSE,tas_penny,1000,TRUE
00039T,00034Y,ZVXT/V9,ZVXT,10/16/2019,1,S,ZVXT Monthly Oct 2019,FALSE,tas_penny,1000,TRUE
00039W,,ZVXT/M9:1:S - ZVXT/X9:1:B,ZVXT,6/19/2019,,,ZVXT COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,TRUE
00039W,00039J,ZVXT/X9,ZVXT,11/20/2019,1,B,ZVXT Monthly Nov 2019,FALSE,tas_penny,1000,TRUE
00039W,0002i2,ZVXT/M9,ZVXT,6/19/2019,1,S,ZVXT Monthly Jun 2019,FALSE,tas_penny,1000,TRUE
0003AT,,ZVXTY/K9:1:S - ZVXTY/M9:1:B,ZVXTY,5/22/2019,,,ZVXTY COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,TRUE
0003AT,0003AR,ZVXTY/M9,ZVXTY,6/26/2019,1,B,ZVXTY Monthly Jun 2019,FALSE,penny,1000,TRUE
0003AT,00035g,ZVXTY/K9,ZVXTY,5/22/2019,1,S,ZVXTY Monthly May 2019,FALSE,penny,1000,TRUE
0003AW,,ZXBT/K9:1:S - ZXBT/M9:1:B,ZXBT,5/15/2019,,,ZXBT COMPLEX 2 LEGS,TRUE,cmplxpenny,1,TRUE
0003AW,0003AV,ZXBT/M9,ZXBT,6/19/2019,1,B,ZXBT Monthly Jun 2019,FALSE,fivedollar,1,TRUE
0003AW,00035x,ZXBT/K9,ZXBT,5/15/2019,1,S,ZXBT Monthly May 2019,FALSE,fivedollar,1,TRUE
0003Ab,,ZIBHY/K9:1:S - ZIBHY/M9:1:B,ZIBHY,5/1/2019,,,ZIBHY COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,TRUE
0003Ab,0003AZ,ZIBHY/M9,ZIBHY,6/3/2019,1,B,ZIBHY Monthly Jun 2019,FALSE,penny,1000,TRUE
0003Ab,361,ZIBHY/K9,ZIBHY,5/1/2019,1,S,ZIBHY Monthly May 2019,FALSE,penny,1000,TRUE
0003Ae,,ZIBHYT/K9:1:S - ZIBHYT/M9:1:B,ZIBHYT,5/1/2019,,,ZIBHYT COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,TRUE
0003Ae,0003Ad,ZIBHYT/M9,ZIBHYT,6/3/2019,1,B,ZIBHYT Monthly Jun 2019,FALSE,tas_h_peny,1000,TRUE
0003Ae,365,ZIBHYT/K9,ZIBHYT,5/1/2019,1,S,ZIBHYT Monthly May 2019,FALSE,tas_h_peny,1000,TRUE
0003Aj,,ZIBIG/K9:1:S - ZIBIG/M9:1:B,ZIBIG,5/1/2019,,,ZIBIG COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,TRUE
0003Aj,0003Ah,ZIBIG/M9,ZIBIG,6/3/2019,1,B,ZIBIG Monthly Jun 2019,FALSE,penny,1000,TRUE
0003Aj,369,ZIBIG/K9,ZIBIG,5/1/2019,1,S,ZIBIG Monthly May 2019,FALSE,penny,1000,TRUE
0003Ao,,ZIBIGT/K9:1:S - ZIBIGT/M9:1:B,ZIBIGT,5/1/2019,,,ZIBIGT COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,TRUE
0003Ao,0003Al,ZIBIGT/M9,ZIBIGT,6/3/2019,1,B,ZIBIGT Monthly Jun 2019,FALSE,tas_h_peny,1000,TRUE
0003Ao,00036D,ZIBIGT/K9,ZIBIGT,5/1/2019,1,S,ZIBIGT Monthly May 2019,FALSE,tas_h_peny,1000,TRUE
0003Ap,,VX/U9:1:S - VX/V9:2:B,VX,9/18/2019,,,VX COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,FALSE
0003Ap,00031Y,VX/V9,VX,10/16/2019,2,B,VX Monthly Oct 2019,FALSE,nickel,1000,FALSE
0003Ap,0002vI,VX/U9,VX,9/18/2019,1,S,VX Monthly Sep 2019,FALSE,nickel,1000,FALSE
0003Aq,,VX/Q9:1:S - VX/V9:2:B,VX,8/21/2019,,,VX COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,FALSE
0003Aq,00031Y,VX/V9,VX,10/16/2019,2,B,VX Monthly Oct 2019,FALSE,nickel,1000,FALSE
0003Aq,0002qF,VX/Q9,VX,8/21/2019,1,S,VX Monthly Aug 2019,FALSE,nickel,1000,FALSE
0003Ar,,VX/N9:1:S - VX/V9:2:B,VX,7/17/2019,,,VX COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,FALSE
0003Ar,00031Y,VX/V9,VX,10/16/2019,2,B,VX Monthly Oct 2019,FALSE,nickel,1000,FALSE
0003Ar,0002V7,VX/N9,VX,7/17/2019,1,S,VX Monthly Jul 2019,FALSE,nickel,1000,FALSE
0003As,,VX/M9:1:S - VX/V9:2:B,VX,6/19/2019,,,VX COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,FALSE
0003As,00031Y,VX/V9,VX,10/16/2019,2,B,VX Monthly Oct 2019,FALSE,nickel,1000,FALSE
0003As,0002fg,VX/M9,VX,6/19/2019,1,S,VX Monthly Jun 2019,FALSE,nickel,1000,FALSE
0003At,,VX/K9:1:S - VX/V9:2:B,VX,5/22/2019,,,VX COMPLEX 2 LEGS,TRUE,cmplxpenny,1000,FALSE
0003At,00031Y,VX/V9,VX,10/16/2019,2,B,VX Monthly Oct 2019,FALSE,nickel,1000,FALSE
0003At,0002aV,VX/K9,VX,5/22/2019,1,S,VX Monthly May 2019,FALSE,nickel,1000,FALSE
0003Aw,,VX/Q9:1:B - VX/U9:2:S - VX/V9:1:B,VX,8/21/2019,,,VX COMPLEX 3 LEGS,TRUE,cmplxpenny,1000,FALSE
0003Aw,00031Y,VX/V9,VX,10/16/2019,1,B,VX Monthly Oct 2019,FALSE,nickel,1000,FALSE
0003Aw,0002vI,VX/U9,VX,9/18/2019,2,S,VX Monthly Sep 2019,FALSE,nickel,1000,FALSE
0003Aw,0002qF,VX/Q9,VX,8/21/2019,1,B,VX Monthly Aug 2019,FALSE,nickel,1000,FALSE
0003Ax,,VX/M9:1:B - VX/Q9:2:S - VX/V9:1:B,VX,6/19/2019,,,VX COMPLEX 3 LEGS,TRUE,cmplxpenny,1000,FALSE
0003Ax,00031Y,VX/V9,VX,10/16/2019,1,B,VX Monthly Oct 2019,FALSE,nickel,1000,FALSE
0003Ax,0002qF,VX/Q9,VX,8/21/2019,2,S,VX Monthly Aug 2019,FALSE,nickel,1000,FALSE
0003Ax,0002fg,VX/M9,VX,6/19/2019,1,B,VX Monthly Jun 2019,FALSE,nickel,1000,FALSE
0003B0,,VA/N9:1:S - VA/Z0:1:B,VA,7/19/2019,,,VA COMPLEX 2 LEGS,TRUE,cmplxpenny,1,FALSE
0003B0,0003Az,VA/N9,VA,7/19/2019,1,S,S&P 500 Variance Monthly Jul 2019,FALSE,nickel,1,FALSE
0003B0,00025C,VA/Z0,VA,12/18/2020,1,B,S&P 500 Variance Monthly Dec 2020,FALSE,nickel,1,FALSE
0003B1,,VA/N9:1:S - VA/Z9:1:B,VA,7/19/2019,,,VA COMPLEX 2 LEGS,TRUE,cmplxpenny,1,FALSE
0003B1,0003Az,VA/N9,VA,7/19/2019,1,S,S&P 500 Variance Monthly Jul 2019,FALSE,nickel,1,FALSE
0003B1,00000O,VA/Z9,VA,12/20/2019,1,B,S&P 500 Variance Monthly Dec 2019,FALSE,nickel,1,FALSE
0003B3,,VA/K9:1:S - VA/N9:1:B,VA,5/17/2019,,,VA COMPLEX 2 LEGS,TRUE,cmplxpenny,1,FALSE
0003B3,0003Az,VA/N9,VA,7/19/2019,1,B,S&P 500 Variance Monthly Jul 2019,FALSE,nickel,1,FALSE
0003B3,00032y,VA/K9,VA,5/17/2019,1,S,S&P 500 Variance Monthly May 2019,FALSE,nickel,1,FALSE
0003B5,,VA/N9:1:S - VA/Z1:1:B,VA,7/19/2019,,,VA COMPLEX 2 LEGS,TRUE,cmplxpenny,1,FALSE
0003B5,0003Az,VA/N9,VA,7/19/2019,1,S,S&P 500 Variance Monthly Jul 2019,FALSE,nickel,1,FALSE
0003B5,0002wc,VA/Z1,VA,12/17/2021,1,B,S&P 500 Variance Monthly Dec 2021,FALSE,nickel,1,FALSE
0003B6,,VA/N9:1:S - VA/H0:1:B,VA,7/19/2019,,,VA COMPLEX 2 LEGS,TRUE,cmplxpenny,1,FALSE
0003B6,0003Az,VA/N9,VA,7/19/2019,1,S,S&P 500 Variance Monthly Jul 2019,FALSE,nickel,1,FALSE
0003B6,0002zC,VA/H0,VA,3/20/2020,1,B,S&P 500 Variance Monthly Mar 2020,FALSE,nickel,1,FALSE
0003B7,,VA/N9:1:S - VA/M0:1:B,VA,7/19/2019,,,VA COMPLEX 2 LEGS,TRUE,cmplxpenny,1,FALSE
0003B7,0003Az,VA/N9,VA,7/19/2019,1,S,S&P 500 Variance Monthly Jul 2019,FALSE,nickel,1,FALSE
0003B7,0002R5,VA/M0,VA,6/19/2020,1,B,S&P 500 Variance Monthly Jun 2020,FALSE,nickel,1,FALSE
0003B8,,VA/M9:1:S - VA/N9:1:B,VA,6/21/2019,,,VA COMPLEX 2 LEGS,TRUE,cmplxpenny,1,FALSE
0003B8,0003Az,VA/N9,VA,7/19/2019,1,B,S&P 500 Variance Monthly Jul 2019,FALSE,nickel,1,FALSE
0003B8,16,VA/M9,VA,6/21/2019,1,S,S&P 500 Variance Monthly Jun 2019,FALSE,nickel,1,FALSE
0003B9,,VA/N9:1:S - VA/U9:1:B,VA,7/19/2019,,,VA COMPLEX 2 LEGS,TRUE,cmplxpenny,1,FALSE
0003B9,0003Az,VA/N9,VA,7/19/2019,1,S,S&P 500 Variance Monthly Jul 2019,FALSE,nickel,1,FALSE
0003B9,0002Qr,VA/U9,VA,9/20/2019,1,B,S&P 500 Variance Monthly Sep 2019,FALSE,nickel,1,FALSE
0003BC,,VA/Q9:1:S - VA/Z0:1:B,VA,8/16/2019,,,VA COMPLEX 2 LEGS,TRUE,cmplxpenny,1,FALSE
0003BC,0003BB,VA/Q9,VA,8/16/2019,1,S,S&P 500 Variance Monthly Aug 2019,FALSE,nickel,1,FALSE
0003BC,00025C,VA/Z0,VA,12/18/2020,1,B,S&P 500 Variance Monthly Dec 2020,FALSE,nickel,1,FALSE
0003BD,,VA/Q9:1:S - VA/U9:1:B,VA,8/16/2019,,,VA COMPLEX 2 LEGS,TRUE,cmplxpenny,1,FALSE
0003BD,0003BB,VA/Q9,VA,8/16/2019,1,S,S&P 500 Variance Monthly Aug 2019,FALSE,nickel,1,FALSE
0003BD,0002Qr,VA/U9,VA,9/20/2019,1,B,S&P 500 Variance Monthly Sep 2019,FALSE,nickel,1,FALSE
0003BF,,VA/K9:1:S - VA/Q9:1:B,VA,5/17/2019,,,VA COMPLEX 2 LEGS,TRUE,cmplxpenny,1,FALSE
0003BF,0003BB,VA/Q9,VA,8/16/2019,1,B,S&P 500 Variance Monthly Aug 2019,FALSE,nickel,1,FALSE
0003BF,00032y,VA/K9,VA,5/17/2019,1,S,S&P 500 Variance Monthly May 2019,FALSE,nickel,1,FALSE
0003BG,,VA/Q9:1:S - VA/H0:1:B,VA,8/16/2019,,,VA COMPLEX 2 LEGS,TRUE,cmplxpenny,1,FALSE
0003BG,0003BB,VA/Q9,VA,8/16/2019,1,S,S&P 500 Variance Monthly Aug 2019,FALSE,nickel,1,FALSE
0003BG,0002zC,VA/H0,VA,3/20/2020,1,B,S&P 500 Variance Monthly Mar 2020,FALSE,nickel,1,FALSE
0003BH,,VA/N9:1:S - VA/Q9:1:B,VA,7/19/2019,,,VA COMPLEX 2 LEGS,TRUE,cmplxpenny,1,FALSE
0003BH,0003BB,VA/Q9,VA,8/16/2019,1,B,S&P 500 Variance Monthly Aug 2019,FALSE,nickel,1,FALSE
0003BH,0003Az,VA/N9,VA,7/19/2019,1,S,S&P 500 Variance Monthly Jul 2019,FALSE,nickel,1,FALSE
0003BI,,VA/Q9:1:S - VA/Z9:1:B,VA,8/16/2019,,,VA COMPLEX 2 LEGS,TRUE,cmplxpenny,1,FALSE
0003BI,0003BB,VA/Q9,VA,8/16/2019,1,S,S&P 500 Variance Monthly Aug 2019,FALSE,nickel,1,FALSE
0003BI,00000O,VA/Z9,VA,12/20/2019,1,B,S&P 500 Variance Monthly Dec 2019,FALSE,nickel,1,FALSE
0003BJ,,VA/Q9:1:S - VA/Z1:1:B,VA,8/16/2019,,,VA COMPLEX 2 LEGS,TRUE,cmplxpenny,1,FALSE
0003BJ,0003BB,VA/Q9,VA,8/16/2019,1,S,S&P 500 Variance Monthly Aug 2019,FALSE,nickel,1,FALSE
0003BJ,0002wc,VA/Z1,VA,12/17/2021,1,B,S&P 500 Variance Monthly Dec 2021,FALSE,nickel,1,FALSE
0003BL,,VA/Q9:1:S - VA/M0:1:B,VA,8/16/2019,,,VA COMPLEX 2 LEGS,TRUE,cmplxpenny,1,FALSE
0003BL,0003BB,VA/Q9,VA,8/16/2019,1,S,S&P 500 Variance Monthly Aug 2019,FALSE,nickel,1,FALSE
0003BL,0002R5,VA/M0,VA,6/19/2020,1,B,S&P 500 Variance Monthly Jun 2020,FALSE,nickel,1,FALSE
0003BM,,VA/M9:1:S - VA/Q9:1:B,VA,6/21/2019,,,VA COMPLEX 2 LEGS,TRUE,cmplxpenny,1,FALSE
0003BM,0003BB,VA/Q9,VA,8/16/2019,1,B,S&P 500 Variance Monthly Aug 2019,FALSE,nickel,1,FALSE
0003BM,16,VA/M9,VA,6/21/2019,1,S,S&P 500 Variance Monthly Jun 2019,FALSE,nickel,1,FALSE
0003BP,,ZVA/N9:1:S - ZVA/Z1:1:B,ZVA,7/19/2019,,,ZVA COMPLEX 2 LEGS,TRUE,cmplxpenny,1,TRUE
0003BP,0003BO,ZVA/N9,ZVA,7/19/2019,1,S,ZVA Monthly Jul 2019,FALSE,nickel,1,TRUE
0003BP,0002zc,ZVA/Z1,ZVA,12/17/2021,1,B,ZVA Monthly Dec 2021,FALSE,nickel,1,TRUE
0003BS,,ZVA/N9:1:S - ZVA/U9:1:B,ZVA,7/19/2019,,,ZVA COMPLEX 2 LEGS,TRUE,cmplxpenny,1,TRUE
0003BS,0003BO,ZVA/N9,ZVA,7/19/2019,1,S,ZVA Monthly Jul 2019,FALSE,nickel,1,TRUE
0003BS,0002TT,ZVA/U9,ZVA,9/20/2019,1,B,ZVA Monthly Sep 2019,FALSE,nickel,1,TRUE
0003BT,,ZVA/M9:1:S - ZVA/N9:1:B,ZVA,6/21/2019,,,ZVA COMPLEX 2 LEGS,TRUE,cmplxpenny,1,TRUE
0003BT,0003BO,ZVA/N9,ZVA,7/19/2019,1,B,ZVA Monthly Jul 2019,FALSE,nickel,1,TRUE
0003BT,0001hn,ZVA/M9,ZVA,6/21/2019,1,S,ZVA Monthly Jun 2019,FALSE,nickel,1,TRUE
0003BU,,ZVA/N9:1:S - ZVA/Z9:1:B,ZVA,7/19/2019,,,ZVA COMPLEX 2 LEGS,TRUE,cmplxpenny,1,TRUE
0003BU,0003BO,ZVA/N9,ZVA,7/19/2019,1,S,ZVA Monthly Jul 2019,FALSE,nickel,1,TRUE
0003BU,0001hy,ZVA/Z9,ZVA,12/20/2019,1,B,ZVA Monthly Dec 2019,FALSE,nickel,1,TRUE
0003BV,,ZVA/N9:1:S - ZVA/H0:1:B,ZVA,7/19/2019,,,ZVA COMPLEX 2 LEGS,TRUE,cmplxpenny,1,TRUE
0003BV,0003BO,ZVA/N9,ZVA,7/19/2019,1,S,ZVA Monthly Jul 2019,FALSE,nickel,1,TRUE
0003BV,308,ZVA/H0,ZVA,3/20/2020,1,B,ZVA Monthly Mar 2020,FALSE,nickel,1,TRUE
0003BW,,ZVA/N9:1:S - ZVA/M0:1:B,ZVA,7/19/2019,,,ZVA COMPLEX 2 LEGS,TRUE,cmplxpenny,1,TRUE
0003BW,0003BO,ZVA/N9,ZVA,7/19/2019,1,S,ZVA Monthly Jul 2019,FALSE,nickel,1,TRUE
